match_id,date,team1,team2,score1,score2,stage,stadium,city,group,attendance,obs
1,1994-06-17,Germany,Bolivia,1,0,Group Stage,Soldier Field,Chicago,C,63089,
2,1994-06-17,Spain,South Korea,2,2,Group Stage,Cotton Bowl,Dallas,C,56247,
3,1994-06-18,United States,Switzerland,1,1,Group Stage,Pontiac Silverdome,Pontiac,A,73425,
4,1994-06-18,Romania,Colombia,3,1,Group Stage,Rose Bowl,Pasadena,A,91856,
5,1994-06-18,Republic of Ireland,Italy,1,0,Group Stage,Giants Stadium,East Rutherford,E,74826,
6,1994-06-19,Cameroon,Sweden,2,2,Group Stage,Rose Bowl,Pasadena,B,83959,
7,1994-06-19,Norway,Mexico,1,0,Group Stage,RFK Stadium,Washington,E,53186,
8,1994-06-19,Belgium,Morocco,1,0,Group Stage,Citrus Bowl,Orlando,F,60790,
9,1994-06-20,Brazil,Russia,2,0,Group Stage,Stanford Stadium,Stanford,B,81061,
10,1994-06-20,Netherlands,Saudi Arabia,2,1,Group Stage,RFK Stadium,Washington,F,52959,
11,1994-06-21,Argentina,Greece,4,0,Group Stage,Foxboro Stadium,Foxborough,D,54453,
12,1994-06-21,Nigeria,Bulgaria,3,0,Group Stage,Cotton Bowl,Dallas,D,44132,
13,1994-06-21,Germany,Spain,1,1,Group Stage,Soldier Field,Chicago,C,63117,
14,1994-06-22,Switzerland,Romania,4,1,Group Stage,Pontiac Silverdome,Pontiac,A,71528,
15,1994-06-22,United States,Colombia,2,1,Group Stage,Rose Bowl,Pasadena,A,94194,
16,1994-06-23,Bolivia,South Korea,0,0,Group Stage,Foxboro Stadium,Foxborough,C,53001,
17,1994-06-23,Italy,Norway,1,0,Group Stage,Giants Stadium,East Rutherford,E,76322,
18,1994-06-24,Brazil,Cameroon,3,0,Group Stage,Stanford Stadium,Stanford,B,84147,
19,1994-06-24,Sweden,Russia,3,1,Group Stage,Pontiac Silverdome,Pontiac,B,71528,
20,1994-06-24,Mexico,Republic of Ireland,2,1,Group Stage,Citrus Bowl,Orlando,E,60790,
21,1994-06-25,Argentina,Nigeria,2,1,Group Stage,Foxboro Stadium,Foxborough,D,54605,
22,1994-06-25,Belgium,Netherlands,1,0,Group Stage,Citrus Bowl,Orlando,F,60246,
23,1994-06-25,Saudi Arabia,Morocco,2,1,Group Stage,Giants Stadium,East Rutherford,F,72404,
24,1994-06-26,Bulgaria,Greece,4,0,Group Stage,Soldier Field,Chicago,D,54267,
25,1994-06-26,Colombia,Switzerland,2,0,Group Stage,Stanford Stadium,Stanford,A,74914,
26,1994-06-26,Romania,United States,1,0,Group Stage,Rose Bowl,Pasadena,A,93869,
27,1994-06-27,Germany,South Korea,3,2,Group Stage,Cotton Bowl,Dallas,C,60277,
28,1994-06-27,Spain,Bolivia,3,1,Group Stage,Soldier Field,Chicago,C,63089,
29,1994-06-28,Russia,Cameroon,6,1,Group Stage,Stanford Stadium,Stanford,B,74914,
30,1994-06-28,Brazil,Sweden,1,1,Group Stage,Pontiac Silverdome,Pontiac,B,77217,
31,1994-06-28,Italy,Mexico,1,1,Group Stage,RFK Stadium,Washington,E,53186,
32,1994-06-28,Republic of Ireland,Norway,0,0,Group Stage,Giants Stadium,East Rutherford,E,76322,
33,1994-06-29,Netherlands,Morocco,2,1,Group Stage,Citrus Bowl,Orlando,F,60790,
34,1994-06-29,Saudi Arabia,Belgium,1,0,Group Stage,RFK Stadium,Washington,F,52959,
35,1994-06-30,Bulgaria,Argentina,2,0,Group Stage,Cotton Bowl,Dallas,D,71528,H2H: Bulgaria 3 Argentina 0
36,1994-06-30,Nigeria,Greece,2,0,Group Stage,Foxboro Stadium,Foxborough,D,54453,
37,1994-07-02,Germany,Belgium,3,2,Round of 16,Soldier Field,Chicago,R16,63089,
38,1994-07-02,Spain,Switzerland,3,0,Round of 16,RFK Stadium,Washington,R16,53186,
39,1994-07-03,Sweden,Saudi Arabia,3,1,Round of 16,Cotton Bowl,Dallas,R16,60277,
40,1994-07-03,Romania,Argentina,3,2,Round of 16,Rose Bowl,Pasadena,R16,90469,
41,1994-07-04,Netherlands,Republic of Ireland,2,0,Round of 16,Citrus Bowl,Orlando,R16,60790,
42,1994-07-04,Brazil,United States,1,0,Round of 16,Stanford Stadium,Stanford,R16,84147,
43,1994-07-05,Italy,Nigeria,2,1,Round of 16,Foxboro Stadium,Foxborough,R16,54605,
44,1994-07-05,Bulgaria,Mexico,1,1,Round of 16,Giants Stadium,East Rutherford,R16,72404,PSO: Bulgaria 3 Mexico 1
45,1994-07-09,Italy,Spain,2,1,Quarter-final,Foxboro Stadium,Foxborough,QF,54605,
46,1994-07-09,Netherlands,Brazil,2,3,Quarter-final,Cotton Bowl,Dallas,QF,60277,
47,1994-07-10,Bulgaria,Germany,2,1,Quarter-final,Giants Stadium,East Rutherford,QF,72404,
48,1994-07-10,Romania,Sweden,2,2,Quarter-final,Stanford Stadium,Stanford,QF,84147,PSO: Romania 4 Sweden 5
49,1994-07-13,Italy,Bulgaria,2,1,Semi-final,Giants Stadium,East Rutherford,SF,72404,
50,1994-07-13,Brazil,Sweden,1,0,Semi-final,Rose Bowl,Pasadena,SF,94194,
51,1994-07-16,Sweden,Bulgaria,4,0,Third Place Play-off,Rose Bowl,Pasadena,3rd,91856,
52,1994-07-17,Brazil,Italy,0,0,Final,Rose Bowl,Pasadena,Final,94194,PSO: Brazil 3 Italy 2
