match_id,date,team1,team2,score1,score2,stage,stadium,city,group,attendance,obs
1,31-05-1986,Bulgaria,Italy,1,1,Group Stage,Estadio Azteca,Ciudad de México,A,95000,
2,01-06-1986,France,Canada,1,0,Group Stage,Estadio Nou Camp,León,C,32000,
3,01-06-1986,Brazil,Spain,1,0,Group Stage,Estadio Jalisco,Guadalajara,D,65000,
4,01-06-1986,Poland,Morocco,0,0,Group Stage,Estadio Tecnológico,Monterrey,F,19000,
5,02-06-1986,Argentina,South Korea,3,1,Group Stage,Estadio Olímpico Universitario,Ciudad de México,A,58000,
6,02-06-1986,Soviet Union,Hungary,6,0,Group Stage,Estadio Sergio León Chávez,Irapuato,C,25000,
7,03-06-1986,Mexico,Belgium,2,1,Group Stage,Estadio Azteca,Ciudad de México,B,114600,
8,03-06-1986,Algeria,Northern Ireland,1,1,Group Stage,Estadio Tres de Marzo,Zapopan,D,22000,
9,03-06-1986,Portugal,England,1,0,Group Stage,Estadio Tecnológico,Monterrey,F,19500,
10,04-06-1986,Paraguay,Iraq,1,0,Group Stage,Estadio Nemesio Diez,Toluca,B,32000,
11,04-06-1986,West Germany,Uruguay,1,1,Group Stage,Estadio La Corregidora,Querétaro,E,35000,
12,04-06-1986,Denmark,Scotland,1,0,Group Stage,Estadio Neza 86,Ciudad Nezahualcóyotl,E,26000,
13,05-06-1986,Italy,Argentina,1,1,Group Stage,Estadio Cuauhtémoc,Puebla,A,32000,
14,05-06-1986,Bulgaria,South Korea,1,1,Group Stage,Estadio Olímpico Universitario,Ciudad de México,A,25000,
15,05-06-1986,France,Soviet Union,1,1,Group Stage,Estadio Nou Camp,León,C,32000,
16,06-06-1986,Hungary,Canada,2,0,Group Stage,Estadio Sergio León Chávez,Irapuato,C,18000,
17,06-06-1986,Brazil,Algeria,1,0,Group Stage,Estadio Jalisco,Guadalajara,D,45000,
18,06-06-1986,England,Morocco,0,0,Group Stage,Estadio Tecnológico,Monterrey,F,19998,
19,07-06-1986,Spain,Northern Ireland,2,1,Group Stage,Estadio Tres de Marzo,Zapopan,D,18000,
20,07-06-1986,Belgium,Iraq,2,1,Group Stage,Estadio Nemesio Diez,Toluca,B,15000,
21,07-06-1986,Poland,Portugal,1,0,Group Stage,Estadio Universitario,Monterrey,F,17000,
22,08-06-1986,Mexico,Paraguay,1,1,Group Stage,Estadio Azteca,Ciudad de México,B,114600,
23,08-06-1986,Denmark,Uruguay,6,1,Group Stage,Estadio Neza 86,Ciudad Nezahualcóyotl,E,20000,
24,08-06-1986,West Germany,Scotland,2,1,Group Stage,Estadio La Corregidora,Querétaro,E,35000,
25,09-06-1986,Soviet Union,Canada,2,0,Group Stage,Estadio Sergio León Chávez,Irapuato,C,18000,
26,09-06-1986,France,Hungary,3,0,Group Stage,Estadio Nou Camp,León,C,32000,
27,10-06-1986,South Korea,Italy,2,3,Group Stage,Estadio Cuauhtémoc,Puebla,A,20000,
28,10-06-1986,Argentina,Bulgaria,2,0,Group Stage,Estadio Olímpico Universitario,Ciudad de México,A,58000,
29,11-06-1986,Morocco,Portugal,3,1,Group Stage,Estadio Jalisco,Guadalajara,F,23000,
30,11-06-1986,England,Poland,3,0,Group Stage,Estadio Universitario,Monterrey,F,17500,
31,11-06-1986,Mexico,Iraq,1,0,Group Stage,Estadio Azteca,Ciudad de México,B,114600,
32,11-06-1986,Paraguay,Belgium,2,2,Group Stage,Estadio Nemesio Diez,Toluca,B,25000,
33,12-06-1986,Northern Ireland,Brazil,0,3,Group Stage,Estadio Jalisco,Guadalajara,D,35000,
34,12-06-1986,Spain,Algeria,3,0,Group Stage,Estadio Tecnológico,Monterrey,D,44000,
35,13-06-1986,Denmark,West Germany,2,0,Group Stage,Estadio La Corregidora,Querétaro,E,35000,
36,13-06-1986,Scotland,Uruguay,0,0,Group Stage,Estadio Neza 86,Ciudad Nezahualcóyotl,E,16000,
37,15-06-1986,Mexico,Bulgaria,2,0,Round of 16,Estadio Azteca,Ciudad de México,R16,114600,
38,15-06-1986,Soviet Union,Belgium,3,4,Round of 16,Estadio Nou Camp,León,R16,32000,
39,16-06-1986,Brazil,Poland,4,0,Round of 16,Estadio Jalisco,Guadalajara,R16,65000,
40,16-06-1986,Argentina,Uruguay,1,0,Round of 16,Estadio Cuauhtémoc,Puebla,R16,41000,
41,17-06-1986,France,Italy,2,0,Round of 16,Estadio Olímpico Universitario,Ciudad de México,R16,66000,
42,17-06-1986,West Germany,Morocco,1,0,Round of 16,Estadio La Corregidora,Querétaro,R16,35000,
43,18-06-1986,England,Paraguay,3,0,Round of 16,Estadio Azteca,Ciudad de México,R16,98000,
44,18-06-1986,Denmark,Spain,1,5,Round of 16,Estadio Universitario,Monterrey,R16,41000,
45,21-06-1986,France,Brazil,1,1,Quarter-final,Estadio Jalisco,Guadalajara,QF,65000,PSO: France 4 Brazil 3
46,21-06-1986,West Germany,Mexico,0,0,Quarter-final,Estadio La Corregidora,Querétaro,QF,42000,PSO: West Germany 4 Mexico 1
47,22-06-1986,Argentina,England,2,1,Quarter-final,Estadio Azteca,Ciudad de México,QF,114600,
48,22-06-1986,Belgium,Spain,1,1,Quarter-final,Estadio Cuauhtémoc,Puebla,QF,42000,PSO: Belgium 5 Spain 4
49,25-06-1986,Argentina,Belgium,2,0,Semi-final,Estadio Azteca,Ciudad de México,SF,110000,
50,25-06-1986,France,West Germany,0,2,Semi-final,Estadio Jalisco,Guadalajara,SF,65000,
51,28-06-1986,France,Belgium,4,2,Third place Play-off,Estadio Cuauhtémoc,Puebla,3rd,21000,
52,29-06-1986,Argentina,West Germany,3,2,Final,Estadio Azteca,Ciudad de México,Final,114600,

