match_id,date,team1,team2,score1,score2,stage,stadium,city,group,attendance,obs
1,10-06-1998,Brazil,Scotland,2,1,Group Stage,Stade de France,Saint-Denis,A,80000,
2,10-06-1998,Morocco,Norway,2,2,Group Stage,Stade de la Mosson,Montpellier,A,33500,
3,11-06-1998,Italy,Chile,2,2,Group Stage,Stade de Gerland,Lyon,B,39100,
4,11-06-1998,Cameroon,Austria,1,1,Group Stage,Stadium de Toulouse,Toulouse,B,33500,
5,12-06-1998,France,South Africa,3,0,Group Stage,Stade Velodrome,Marseille,C,60000,
6,12-06-1998,Saudi Arabia,Denmark,0,1,Group Stage,Stade Felix-Bollaert,Lens,C,38500,
7,13-06-1998,Spain,Nigeria,3,2,Group Stage,Stade de la Beaujoire,Nantes,D,35500,
8,12-06-1998,Paraguay,Bulgaria,0,0,Group Stage,Stade de la Mosson,Montpellier,D,25000,
9,13-06-1998,Netherlands,Belgium,0,0,Group Stage,Stade de France,Saint-Denis,E,77000,
10,13-06-1998,South Korea,Mexico,1,3,Group Stage,Stade Geoffroy-Guichard,Saint-Etienne,E,30600,
11,15-06-1998,Germany,United States,2,0,Group Stage,Parc des Princes,Paris,F,45500,
12,14-06-1998,Yugoslavia,Iran,1,0,Group Stage,Stade Geoffroy-Guichard,Saint-Etienne,F,30600,
13,15-06-1998,Romania,Colombia,1,0,Group Stage,Stade de Gerland,Lyon,G,39100,
14,15-06-1998,England,Tunisia,2,0,Group Stage,Stade Velodrome,Marseille,G,54000,
15,14-06-1998,Argentina,Japan,1,0,Group Stage,Stadium de Toulouse,Toulouse,H,33500,
16,14-06-1998,Jamaica,Croatia,1,3,Group Stage,Stade Felix-Bollaert,Lens,H,38500,
17,16-06-1998,Brazil,Morocco,3,0,Group Stage,Stade de la Beaujoire,Nantes,A,35500,
18,16-06-1998,Scotland,Norway,1,1,Group Stage,Stade de France,Saint-Denis,A,77000,
19,17-06-1998,Italy,Cameroon,3,0,Group Stage,Stade de la Mosson,Montpellier,B,33500,
20,17-06-1998,Chile,Austria,1,1,Group Stage,Stade Geoffroy-Guichard,Saint-Etienne,B,30600,
21,18-06-1998,France,Saudi Arabia,4,0,Group Stage,Stade de France,Saint-Denis,C,77000,
22,18-06-1998,South Africa,Denmark,1,1,Group Stage,Stadium de Toulouse,Toulouse,C,33500,
23,19-06-1998,Spain,Paraguay,0,0,Group Stage,Stade Geoffroy-Guichard,Saint-Etienne,D,30600,
24,19-06-1998,Nigeria,Bulgaria,1,0,Group Stage,Parc des Princes,Paris,D,45500,
25,20-06-1998,Netherlands,South Korea,5,0,Group Stage,Stade Velodrome,Marseille,E,55000,
26,20-06-1998,Belgium,Mexico,2,2,Group Stage,Stade Chaban-Delmas,Bordeaux,E,31800,
27,21-06-1998,Germany,Yugoslavia,2,2,Group Stage,Stade Felix-Bollaert,Lens,F,38500,
28,21-06-1998,United States,Iran,1,2,Group Stage,Stade de Gerland,Lyon,F,39100,
29,22-06-1998,Romania,England,2,1,Group Stage,Stadium de Toulouse,Toulouse,G,33500,
30,22-06-1998,Colombia,Tunisia,1,0,Group Stage,Stade de la Mosson,Montpellier,G,25000,
31,21-06-1998,Argentina,Jamaica,5,0,Group Stage,Parc des Princes,Paris,H,45500,
32,20-06-1998,Japan,Croatia,0,1,Group Stage,Stade de la Beaujoire,Nantes,H,35500,
33,23-06-1998,Brazil,Norway,1,2,Group Stage,Stade Velodrome,Marseille,A,55000,
34,23-06-1998,Scotland,Morocco,0,3,Group Stage,Stade Geoffroy-Guichard,Saint-Etienne,A,30600,
35,23-06-1998,Italy,Austria,2,1,Group Stage,Stade de France,Saint-Denis,B,77000,
36,23-06-1998,Chile,Cameroon,1,1,Group Stage,Stade de la Beaujoire,Nantes,B,35500,
37,24-06-1998,France,Denmark,2,1,Group Stage,Stade de Gerland,Lyon,C,39100,
38,24-06-1998,South Africa,Saudi Arabia,2,2,Group Stage,Stade Chaban-Delmas,Bordeaux,C,31800,
39,24-06-1998,Spain,Bulgaria,6,1,Group Stage,Stade Felix-Bollaert,Lens,D,38500,
40,24-06-1998,Nigeria,Paraguay,3,1,Group Stage,Stadium de Toulouse,Toulouse,D,33500,
41,25-06-1998,Netherlands,Mexico,2,2,Group Stage,Stade Geoffroy-Guichard,Saint-Etienne,E,30600,
42,25-06-1998,Belgium,South Korea,1,1,Group Stage,Parc des Princes,Paris,E,45500,
43,25-06-1998,Germany,Iran,2,0,Group Stage,Stade de la Mosson,Montpellier,F,25000,
44,25-06-1998,Yugoslavia,United States,1,0,Group Stage,Stade de la Beaujoire,Nantes,F,35500,
45,26-06-1998,Romania,Tunisia,1,1,Group Stage,Stade Geoffroy-Guichard,Saint-Etienne,G,30600,
46,26-06-1998,England,Colombia,2,0,Group Stage,Stade Felix-Bollaert,Lens,G,38500,
47,26-06-1998,Argentina,Croatia,1,0,Group Stage,Stade Chaban-Delmas,Bordeaux,H,31800,
48,26-06-1998,Jamaica,Japan,2,1,Group Stage,Stade de Gerland,Lyon,H,39100,
49,27-06-1998,Italy,Norway,1,0,Round of 16,Stade Velodrome,Marseille,R16,55000,
50,27-06-1998,Brazil,Chile,4,1,Round of 16,Parc des Princes,Paris,R16,45500,
51,28-06-1998,France,Paraguay,1,0,Round of 16,Stade Felix-Bollaert,Lens,R16,38500,Golden Goal
52,28-06-1998,Nigeria,Denmark,1,4,Round of 16,Parc des Princes,Paris,R16,45500,
53,29-06-1998,Germany,Mexico,1,2,Round of 16,Stade de la Mosson,Montpellier,R16,33500,
54,29-06-1998,Netherlands,Yugoslavia,2,1,Round of 16,Stadium de Toulouse,Toulouse,R16,33500,
55,30-06-1998,Romania,Croatia,0,1,Round of 16,Stade de Gerland,Lyon,R16,39100,
56,30-06-1998,Argentina,England,2,2,Round of 16,Stade Geoffroy-Guichard,Saint-Etienne,R16,30600,PSO: Argentina 4 England 3
57,03-07-1998,Italy,France,0,0,Quarter-final,Stade de France,Saint-Denis,QF ,77000,PSO: Italy 3 France 4
58,03-07-1998,Brazil,Denmark,3,2,Quarter-final,Stade de la Beaujoire,Nantes,QF,35500,
59,04-07-1998,Netherlands,Argentina,2,1,Quarter-final,Stade Velodrome,Marseille,QF,55000,
60,04-07-1998,Croatia,Germany,3,0,Quarter-final,Stade de Gerland,Lyon,QF,39100,
61,07-07-1998,Brazil,Netherlands,1,1,Semi-final,Stade Velodrome,Marseille,SF,54000,PSO: Brazil 4 Netherlands 2
62,08-07-1998,France,Croatia,2,1,Semi-final,Stade de France,Saint-Denis,SF ,76000,
63,11-07-1998,Croatia,Netherlands,2,1,Third Place Play-off,Parc des Princes,Paris,3rd,45500,
64,12-07-1998,France,Brazil,3,0,Final,Stade de France,Saint-Denis,Final,80000,
