match_id,date,team1,team2,score1,score2,stage,stadium,city,group,attendance,obs
1,2014-06-12,Brazil,Croatia,3,1,Group Stage,Arena de São Paulo (Arena Corinthians),São Paulo,A,62103,
2,2014-06-13,Mexico,Cameroon,1,0,Group Stage,Arena das Dunas,Natal,A,39216,
3,2014-06-13,Spain,Netherlands,1,5,Group Stage,Arena Fonte Nova,Salvador,B,48173,
4,2014-06-13,Chile,Australia,3,1,Group Stage,Arena Pantanal,Cuiabá,B,40275,
5,2014-06-14,Colombia,Greece,3,0,Group Stage,Estádio Mineirão,Belo Horizonte,C,57174,
6,2014-06-14,Ivory Coast,Japan,2,1,Group Stage,Arena Pernambuco,Recife,C,40267,
7,2014-06-14,Uruguay,Costa Rica,1,3,Group Stage,Arena Castelão,Fortaleza,D,58679,
8,2014-06-14,England,Italy,1,2,Group Stage,Arena Amazônia,Manaus,D,39800,
9,2014-06-15,Switzerland,Ecuador,2,1,Group Stage,Estádio Nacional Mané Garrincha,Brasília,E,68351,
10,2014-06-15,France,Honduras,3,0,Group Stage,Estádio Beira-Rio,Porto Alegre,E,43012,
11,2014-06-15,Argentina,Bosnia and Herzegovina,2,1,Group Stage,Estádio do Maracanã,Rio de Janeiro,F,74738,
12,2014-06-16,Iran,Nigeria,0,0,Group Stage,Arena da Baixada,Curitiba,F,39081,
13,2014-06-16,Germany,Portugal,4,0,Group Stage,Arena Fonte Nova,Salvador,G,51081,
14,2014-06-16,Ghana,United States,1,2,Group Stage,Arena das Dunas,Natal,G,39760,
15,2014-06-17,Belgium,Algeria,2,1,Group Stage,Estádio Mineirão,Belo Horizonte,H,56800,
16,2014-06-17,Russia,South Korea,1,1,Group Stage,Arena Pantanal,Cuiabá,H,39216,
17,2014-06-17,Brazil,Mexico,0,0,Group Stage,Arena Castelão,Fortaleza,A,60342,
18,2014-06-18,Cameroon,Croatia,0,4,Group Stage,Arena Amazônia,Manaus,A,39982,
19,2014-06-18,Spain,Chile,0,2,Group Stage,Estádio do Maracanã,Rio de Janeiro,B,74738,
20,2014-06-18,Australia,Netherlands,2,3,Group Stage,Estádio Beira-Rio,Porto Alegre,B,43123,
21,2014-06-19,Colombia,Ivory Coast,2,1,Group Stage,Estádio Nacional Mané Garrincha,Brasília,C,67540,
22,2014-06-19,Japan,Greece,0,0,Group Stage,Arena das Dunas,Natal,C,39715,
23,2014-06-19,Uruguay,England,2,1,Group Stage,Arena de São Paulo (Arena Corinthians),São Paulo,D,62575,
24,2014-06-20,Italy,Costa Rica,0,1,Group Stage,Arena Pernambuco,Recife,D,41242,
25,2014-06-20,Switzerland,France,2,5,Group Stage,Arena Fonte Nova,Salvador,E,51003,
26,2014-06-20,Honduras,Ecuador,1,2,Group Stage,Arena da Baixada,Curitiba,E,39224,
27,2014-06-21,Argentina,Iran,1,0,Group Stage,Estádio Mineirão,Belo Horizonte,F,62267,
28,2014-06-21,Nigeria,Bosnia and Herzegovina,1,0,Group Stage,Arena Pantanal,Cuiabá,F,40499,
29,2014-06-21,Germany,Ghana,2,2,Group Stage,Arena Castelão,Fortaleza,G,60342,
30,2014-06-22,United States,Portugal,2,2,Group Stage,Arena Amazônia,Manaus,G,40123,
31,2014-06-22,Belgium,Russia,1,0,Group Stage,Estádio do Maracanã,Rio de Janeiro,H,73819,
32,2014-06-22,South Korea,Algeria,2,4,Group Stage,Estádio Beira-Rio,Porto Alegre,H,42732,
33,2014-06-23,Cameroon,Brazil,1,4,Group Stage,Estádio Nacional Mané Garrincha,Brasília,A,68748,
34,2014-06-23,Croatia,Mexico,1,3,Group Stage,Arena Pernambuco,Recife,A,41983,
35,2014-06-23,Australia,Spain,0,3,Group Stage,Arena da Baixada,Curitiba,B,39461,
36,2014-06-23,Netherlands,Chile,2,0,Group Stage,Arena de São Paulo (Arena Corinthians),São Paulo,B,63267,
37,2014-06-24,Japan,Colombia,1,4,Group Stage,Arena Pantanal,Cuiabá,C,40340,
38,2014-06-24,Greece,Ivory Coast,2,1,Group Stage,Arena Castelão,Fortaleza,C,60004,
39,2014-06-24,Italy,Uruguay,0,1,Group Stage,Arena das Dunas,Natal,D,39706,
40,2014-06-24,Costa Rica,England,0,0,Group Stage,Estádio Mineirão,Belo Horizonte,D,51227,
41,2014-06-25,Honduras,Switzerland,0,3,Group Stage,Arena Amazônia,Manaus,E,40322,
42,2014-06-25,Ecuador,France,0,0,Group Stage,Estádio do Maracanã,Rio de Janeiro,E,73749,
43,2014-06-25,Nigeria,Argentina,2,3,Group Stage,Estádio Beira-Rio,Porto Alegre,F,43285,
44,2014-06-25,Bosnia and Herzegovina,Iran,3,1,Group Stage,Arena Fonte Nova,Salvador,F,47244,
45,2014-06-26,United States,Germany,0,1,Group Stage,Arena Pernambuco,Recife,G,41876,
46,2014-06-26,Portugal,Ghana,2,1,Group Stage,Estádio Nacional Mané Garrincha,Brasília,G,68034,
47,2014-06-26,South Korea,Belgium,0,1,Group Stage,Arena de São Paulo (Arena Corinthians),São Paulo,H,61397,
48,2014-06-26,Algeria,Russia,1,1,Group Stage,Arena da Baixada,Curitiba,H,39311,
49,2014-06-28,Brazil,Chile,1,1,Round of 16,Estádio Mineirão,Belo Horizonte,R16,62267,PSO: Brazil 3 Chile 2
50,2014-06-28,Colombia,Uruguay,2,0,Round of 16,Estádio do Maracanã,Rio de Janeiro,R16,73804,
51,2014-06-29,Netherlands,Mexico,2,1,Round of 16,Arena Castelão,Fortaleza,R16,58817,
52,2014-06-29,Costa Rica,Greece,1,1,Round of 16,Arena Pernambuco,Recife,R16,41242,PSO: Costa Rica 5 Greece 3
53,2014-06-30,France,Nigeria,2,0,Round of 16,Estádio Nacional Mané Garrincha,Brasília,R16,67882,
54,2014-06-30,Germany,Algeria,2,1,Round of 16,Estádio Beira-Rio,Porto Alegre,R16,43063,
55,2014-07-01,Argentina,Switzerland,1,0,Round of 16,Arena de São Paulo (Arena Corinthians),São Paulo,R16,63255,
56,2014-07-01,Belgium,United States,2,1,Round of 16,Arena Fonte Nova,Salvador,R16,48919,
57,2014-07-04,France,Germany,0,1,Quarter-final,Estádio do Maracanã,Rio de Janeiro,QF,74240,
58,2014-07-04,Brazil,Colombia,2,1,Quarter-final,Arena Castelão,Fortaleza,QF,60342,
59,2014-07-05,Argentina,Belgium,1,0,Quarter-final,Estádio Nacional Mané Garrincha,Brasília,QF,68551,
60,2014-07-05,Netherlands,Costa Rica,0,0,Quarter-final,Arena Fonte Nova,Salvador,QF,51179,PSO: Netherlands 4 Costa Rica 3
61,2014-07-08,Brazil,Germany,1,7,Semi-final,Estádio Mineirão,Belo Horizonte,SF,62267,
62,2014-07-09,Netherlands,Argentina,0,0,Semi-final,Arena de São Paulo (Arena Corinthians),São Paulo,SF,63267,PSO: Netherlands 2 Argentina 4
63,2014-07-12,Brazil,Netherlands,0,3,Third Place Play-Off,Estádio Nacional Mané Garrincha,Brasília,3rd,68034,
64,2014-07-13,Germany,Argentina,1,0,Final,Estádio do Maracanã,Rio de Janeiro,Final,74738,
