match_id,date,team1,team2,score1,score2,stage,stadium,city,group,attendance,obs
1,13-07-1930,France,Mexico,4,1,Group stage,Pocitos,Montevideo,1,4444,
2,13-07-1930,United States,Belgium,3,0,Group stage,Gran Parque Central,Montevideo,4,18346,
3,14-07-1930,Yugoslavia,Brazil,2,1,Group stage,Gran Parque Central,Montevideo,2,24059,
4,14-07-1930,Romania,Peru,3,1,Group stage,Pocitos,Montevideo,3,2549,
5,15-07-1930,Argentina,France,1,0,Group stage,Gran Parque Central,Montevideo,1,23409,
6,16-07-1930,Chile,Mexico,3,0,Group stage,Gran Parque Central,Montevideo,1,9249,
7,17-07-1930,Yugoslavia,Bolivia,4,0,Group stage,Gran Parque Central,Montevideo,2,18306,
8,17-07-1930,United States,Paraguay,3,0,Group stage,Gran Parque Central,Montevideo,4,18306,
9,18-07-1930,Uruguay,Peru,1,0,Group stage,Centenario,Montevideo,3,57735,
10,19-07-1930,Chile,France,1,0,Group stage,Centenario,Montevideo,1,2000,
11,19-07-1930,Argentina,Mexico,6,3,Group stage,Centenario,Montevideo,1,42100,
12,20-07-1930,Brazil,Bolivia,4,0,Group stage,Centenario,Montevideo,2,25466,
13,20-07-1930,Paraguay,Belgium,1,0,Group stage,Centenario,Montevideo,4,12000,
14,21-07-1930,Uruguay,Romania,4,0,Group stage,Centenario,Montevideo,3,70022,
15,22-07-1930,Argentina,Chile,3,1,Group stage,Centenario,Montevideo,1,41459,
16,26-07-1930,Argentina,United States,6,1,Semi-final,Centenario,Montevideo,SF,72886,
17,27-07-1930,Uruguay,Yugoslavia,6,1,Semi-final,Centenario,Montevideo,SF,79867,
18,30-07-1930,Uruguay,Argentina,4,2,Final,Centenario,Montevideo,Final,68346,
